MinDwella, Fri Jan 29 19:44:51 +0000 2021,-76.28904,36.852139, I'm at The VIP Lounge Barbershop in Norfolk, VA https://t.co/jswPart8OO ,,
mattsmith_news, Fri Jan 29 19:44:51 +0000 2021,-89.569491,44.900818, State election officials: “Despite these superlatives, this report does not conclude that the 2020 General Election… https://t.co/LAN7kcBwDV ,,
___KeeJ, Fri Jan 29 19:44:51 +0000 2021,-74.985076,39.710994, Ima make some curry salmon tonight with some string beans &amp; rice. ,,,
MbalaKalambay, Fri Jan 29 19:44:51 +0000 2021,-77.163103,39.087055, #RDC: Ils vont se tuer pourquoi les postes. Le fameux bureau d’âges ne recule pas. @AminataN_ vient de déposer sa c… https://t.co/gT0aL4DN6K ,,,
southboundduke, Fri Jan 29 19:44:51 +0000 2021,-93.809434,32.461107, @chattinmanmark Awww 😍😍😍 ,,,
ChartaraJ, Fri Jan 29 19:44:51 +0000 2021,-80.926628,33.63114, Ong ‼️‼️ ,,,
CHINATHEARTIST, Fri Jan 29 19:44:51 +0000 2021,-95.538134,30.337514, I’m trying to stop buying puff bars ,,,
inDJnous, Fri Jan 29 19:44:52 +0000 2021,-118.006657,33.852736, @ReblsToTheGrain I think break beats and rhymes needs a new Dijimix ,,,
JoeyTWMF, Fri Jan 29 19:44:52 +0000 2021,-86.136609,40.035742, Ty king we had a good Facebook run before you deleted me on my bday and I cried for hours wondering why lead vocali… https://t.co/qK4fKzZiDz ,,,
_alexisbatista, Fri Jan 29 19:44:52 +0000 2021,-110.915573,32.189391, I don’t worry about what all you guys are doing, I worry about myself ,,
caattnip, Fri Jan 29 19:44:52 +0000 2021,-73.831187,40.670879, People’s perception of you does not really define you. They’re just stupid. ,,,
Chklte_, Fri Jan 29 19:44:52 +0000 2021,-80.167715,26.062405, @vanro_ @ me ,,,
tiffadelic, Fri Jan 29 19:44:52 +0000 2021,-86.27054,45.00118, @JuneOnMuvas Did you make this ?!?! I need to know how it was done at the end because the whole background different lol ,,,
thereal_lyrik, Fri Jan 29 19:44:52 +0000 2021,-87.732013,41.833585, It was all love with the @undergroundhittas squad😆🚦♥️🖤.#Lyrik #Ventilations #AlbumOfTheYear #RealShitTho… https://t.co/w04v53Lqdz ,,,
FearOfPieces, Fri Jan 29 19:44:52 +0000 2021,-75.117998,40.004866, He's just nervous son it's not that serious ,,,
tmj_msp_labor, Fri Jan 29 19:44:52 +0000 2021,-93.566345,44.903296," Career tip for landing jobs like ""Stockers"" in #Excelsior", MN. Go on informational interviews. The best way to get… https://t.co/rJxHyDHfEu ,,
NedaNews8, Fri Jan 29 19:44:52 +0000 2021,-117.104989,32.810012, Yes!!!! Go ahead, nominate your favorite San Diego breweries so they can get in to this delicious competition! I’m… https://t.co/Dchzvu0tXU ,,
KellyMooreJobs, Fri Jan 29 19:44:52 +0000 2021,-122.81638,38.547133, See our latest #Windsor, CA job and click to apply: Assistant Store Manager - https://t.co/SVCzE2TVxw #Retail ,,
JoydeJoe, Fri Jan 29 19:44:52 +0000 2021,-76.355918,36.841764, mcdonald’s sprite taste like a good edge up. ,,,
TallPaulsLife, Fri Jan 29 19:44:53 +0000 2021,-122.818486,49.111519, Just when I... ,,,
DJSteezyD, Fri Jan 29 19:44:53 +0000 2021,-100.076888,31.168893, LMAOOO ,,,
AndrettiBX, Fri Jan 29 19:44:53 +0000 2021,-96.991828,33.042437, @Montegaa__ Lmao 🙄 ,,,
amberbailey97, Fri Jan 29 19:44:53 +0000 2021,-98.540651,29.417501, @berlin_clemens Finally: these groups/Wall Street play with the stock market all the time so the hypocrisy of them… https://t.co/DrrduBfbRa ,,,
jayehmsee, Fri Jan 29 19:44:53 +0000 2021,-77.017853,39.008349, @IAmPoliticsGirl Have you read 'Edge of Chaos' by Dambisa Moyo? She highlights the need for democratic reforms in t… https://t.co/mOYs6ZJ0rI ,,,
tmj_njc_eng, Fri Jan 29 19:44:53 +0000 2021,-74.667223,40.357298, At Thermo Fisher Scientific, our people share a common set of values - Integrity, Intensity, Innovation &amp; Involveme… https://t.co/JiMHug7Lfi 
Seriouslynatura, Fri Jan 29 19:44:53 +0000 2021,-104.9836,39.7391, Just posted a photo @ Denver, Colorado https://t.co/B2Uc5jjhJS ,,
flying_steve, Fri Jan 29 19:44:53 +0000 2021,-79.674847,44.371263, Air Canada to Suspend Flights to the Caribbean and Mexico at the request of, and to Support Government of Canada CO… https://t.co/I5D0Osfxic ,,
_Gabrielacast, Fri Jan 29 19:44:53 +0000 2021,-103.4343,25.5424, HBD 🥳 Thanks for be my best friend. love you very much!🤍🤍 @almadlriva en Torreon, Mexico https://t.co/ttlFlJgkTe ,,
the_original_HB, Fri Jan 29 19:44:53 +0000 2021,-115.038337,36.006256, Them- if you have the 2A then you can stop a tyrannical govt. Reality - if the government wanted to destroy us al… https://t.co/0q6yWWwZLC ,,,
tmj_CAE_schn, Fri Jan 29 19:44:53 +0000 2021,-81.236211,33.981537, This job is now open at Kelly Services in Lexington, SC. Follow us and turn on mobile alerts to hear about jobs lik… https://t.co/YRy8hXQolg ,,
giantsteph, Fri Jan 29 19:44:53 +0000 2021,-118.035289,34.070871, I’m dying 😂 ,,,
shelby_neilson, Fri Jan 29 19:44:54 +0000 2021,-111.737566,33.405755, @SilentPIanet I play so much better on console though 😩 ,,,
tmj_FL_transp, Fri Jan 29 19:44:54 +0000 2021,-82.324826,29.651634, See our latest #Gainesville, FL job and click to apply: Courier (DOT)/Part Time/Monday through Friday/3:30PM to 7:4… https://t.co/YyDmrlJhXR ,,
brehall_, Fri Jan 29 19:44:54 +0000 2021,-95.446486,29.838495, @Mr2Hottie That’s where all of the real Trump supporters reside. ,,,
JtheShep, Fri Jan 29 19:44:54 +0000 2021,-97.135638,32.70185, Cute lil doodle done by @Gedebuks! https://t.co/XF0GD69fhM ,,,
plateau_astro, Fri Jan 29 19:44:54 +0000 2021,-73.723025,45.55783, To enable...• Go to System Preferences &gt; Accessibility• Click ‘Zoom’ in sidebar• Check ‘Enable Hover Text’In… https://t.co/WDa0QDhp8F ,,,
tmj_pit_transp, Fri Jan 29 19:44:54 +0000 2021,-80.228411,40.212285, If you're looking for work in #Washington, PA, check out this job: https://t.co/Y7yoTqp8SH #Transportation ,
AcidRein, Fri Jan 29 19:44:54 +0000 2021,-74.658373,40.8505, @mtgreenee @CoriBush You’re human garbage. A disgrace to the Congress and the U.S. ,,,
lyssasowavey, Fri Jan 29 19:44:54 +0000 2021,-78.895441,35.990983, i finally got me some @gsuwoo y’all ion know how to act 😂 need to find me some shoes to wear with it ,,,
md_no, Fri Jan 29 19:44:54 +0000 2021,-83.601802,42.245713, @epiktistes Like the man said: “friendly rotund animals” ,,,
sassycoog, Fri Jan 29 19:44:54 +0000 2021,-100.076888,31.168893, https://t.co/Jm1EydcSUg ,,,
sofiaangeliquee, Fri Jan 29 19:44:54 +0000 2021,-81.705467,41.49594, tyler and brent fucking snapped on gravity ,,,
leeannamariesue, Fri Jan 29 19:44:55 +0000 2021,-115.234435,36.018805, just putting this out there all i want for my bday in the next couple months is to see my fwends and play board games and maybe drink boba ,,,
bombazzling, Fri Jan 29 19:44:55 +0000 2021,-98.422527,34.62096, @SDEATGREEDY no😘💀💀💀💀💀 ,,,
iAM_RodWill, Fri Jan 29 19:44:55 +0000 2021,-93.809434,32.461107, @jazmynenicoleee You know I'm bout all that dumb shit ,,,
_sydneth, Fri Jan 29 19:44:55 +0000 2021,-122.192819,47.813016, @koriyona @overcastaz @brissdali 🤭 ,,,
Clarenc73412602, Fri Jan 29 19:44:55 +0000 2021,-83.099288,42.352787, I can tell da Pussy grippin dat Dick ,,,
CosmicKern, Fri Jan 29 19:44:55 +0000 2021,-97.754724,30.323346, I woke up with a pimple in my nose...I didn’t even know that was possible. ,,,
Pumpi91, Fri Jan 29 19:44:55 +0000 2021,-87.732013,41.833585, @MickTrufolesky @AllenRobinson What did he tweet ,,,
fizzelwhizzel, Fri Jan 29 19:44:55 +0000 2021,-72.667811,41.549405, Hey everyone thank you for the follow up I’m still kinda out of it ,,,
PeterHokie, Fri Jan 29 19:44:55 +0000 2021,-76.069946,36.802541, I’m pretty sure if we ignored these crazy ass right-wing whack jobs they’d go away. ,,,
ChaseYourDreemz, Fri Jan 29 19:44:55 +0000 2021,-77.604684,41.117936, Chris Cuomo for the people ,,,
SamandDeanfan_1, Fri Jan 29 19:44:55 +0000 2021,-77.604684,41.117936, Companies like the CW have the right to use their own property in any way they please. It belongs to them. As consu… https://t.co/fBwXGBfnRI ,,,
thingscatloves, Fri Jan 29 19:44:55 +0000 2021,-100.076888,31.168893, @rosasreviews @capwell6 @LatinxLens @chrisbournea 🥺😢 oh my goodness. ,,,
ChadeDominique, Fri Jan 29 19:44:55 +0000 2021,-73.412157,40.702793, I was just playing around but this is truly disrespectful 😂 https://t.co/Tb9WP1etb7 ,,,
aguiarmaria7, Fri Jan 29 19:44:55 +0000 2021,-81.219179,29.525946, @JoeBiden @KamalaHarris https://t.co/8ofErkUjxh ,,,
almighty_red, Fri Jan 29 19:44:56 +0000 2021,-73.948775,40.655138, happening right now. ,,,
lellowalicia, Fri Jan 29 19:44:56 +0000 2021,-82.442694,27.996595, @EveDinero Teenage Love Affair ,,,
wholelex, Fri Jan 29 19:44:56 +0000 2021,-86.680738,32.576227, yesterday baylon told me to buy into doge and i didn’t and now i feel dumb ,,,
mandllee, Fri Jan 29 19:44:57 +0000 2021,-100.076888,31.168893, @Jim_Jordan Guess what Bobo, you will soon find your pedophile self out the door. You are a fricken disgrace. ,,
TeachersCrypto, Fri Jan 29 19:44:57 +0000 2021,-122.362414,37.948843, $VET ,,,
WiseGuy59423437, Fri Jan 29 19:44:57 +0000 2021,-75.050086,39.960243, @thiicksnoww Just like that!😋😛😜 ,,,
bostonaustin, Fri Jan 29 19:44:57 +0000 2021,-96.7349,33.061243, @BidenTroII That’s something an old person would say ,,,
chubby_cucumber, Fri Jan 29 19:44:57 +0000 2021,-117.022695,38.502147, @FBILasVegas I know that fucker Nate. I was literally about to call to tip you guys off that he was in there but you guys came in clutch ,,,
PaulDaytona22, Fri Jan 29 19:44:57 +0000 2021,-81.068556,29.190223, Jesus said," ""I open the door to rest."" ",,
whosthatladytlc, Fri Jan 29 19:44:57 +0000 2021,-90.454076,38.715947, @thelegendkil who is that repping NTZone??? https://t.co/hXdzspHXYN ,,,
Brendan_Walls, Fri Jan 29 19:44:57 +0000 2021,-92.486822,31.293275, In spite of recent events, I’m still reminded that what the U.S. and the world promises you and I is nothing compar… https://t.co/r4eQPUn6fN ,,
jalberg8, Fri Jan 29 19:44:57 +0000 2021,-76.069946,36.802541, @sasha_stana @TeamSasha @rorolyn @vbbneighbor @Taina47 @lori_mehl1 @ValerieMckenna @dinajanexo @SamanthaLBusa… https://t.co/X3AZFnwWYk ,,,
maydahp, Fri Jan 29 19:44:57 +0000 2021,-80.306964,25.667719, in need of a smooch on my cooch ,,,
boxing_we, Fri Jan 29 19:44:57 +0000 2021,-86.142922,39.779562, Naz could wack. And he could hit you from odd angles and take you out. Ask Kevin Kelley about his power. The two tr… https://t.co/Ui6O9lGGQ3 ,,,
team_lay1, Fri Jan 29 19:44:57 +0000 2021,-87.903243,41.804401, @CoriBush You have no proof of members of Congress inciting anything on Jan. 6th. ,,,
johnbijarney, Fri Jan 29 19:44:58 +0000 2021,-75.770041,42.746617, @SteveSchmidtSES @ProjectLincoln What a pathetic worm he has become. ,,,
desjonae, Fri Jan 29 19:44:58 +0000 2021,-117.104989,32.810012, My dad really be actin like he’s only got a son, really blows my mind ,,
carolrodriguexx, Fri Jan 29 19:44:58 +0000 2021,-80.227328,26.389733, Como a saudade pode doer tanto véi ,,,
joezell2016, Fri Jan 29 19:44:58 +0000 2021,-112.124676,33.552863, I have this twisting gut feeling like something bad is going to happen but I don’t know what it is yet ,,,
saratogashawty, Fri Jan 29 19:44:58 +0000 2021,-89.876449,32.571032, @lilbaby4PF &amp; @MoneyBaggYo what y’all waiting on to do a album together 🤷🏽‍♂️ ,,,
elimccleave, Fri Jan 29 19:44:58 +0000 2021,-79.86465,36.06437, Just posted a photo @ Rich Girls Museum https://t.co/2wVWHflMzb ,,,
dongulfo, Fri Jan 29 19:44:58 +0000 2021,-80.639541,41.105271, Every salesperson and media company has thrived on innuendo all week. They are not needed. ,,,
yo_imSheba, Fri Jan 29 19:44:58 +0000 2021,-98.540651,29.417501, If you tell me you don’t drink water I assume your pee smells of coleslaw. 🤷🏽‍♀️ ,,,
x3_Leebabyy, Fri Jan 29 19:44:58 +0000 2021,-83.804475,27.698682, Come follow me 😘 https://t.co/tj6sjZZKnI ,,,
buckoffpod, Fri Jan 29 19:44:58 +0000 2021,-117.998733,33.692542, Another record month download wise!!Very happy for the support especially this being the first month of the off-s… https://t.co/37IU0WaIwl ,,,
meg_mcgrath, Fri Jan 29 19:44:58 +0000 2021,-118.411907,34.020789, The hits just keep coming. 🙃 https://t.co/QZZ1AkeByA ,,,
Retha_L1A, Fri Jan 29 19:44:59 +0000 2021,-87.843186,30.629936, Girlfriends/Wives/Bitches 😑 ,,,
_PerKINsON, Fri Jan 29 19:44:59 +0000 2021,-97.221364,32.939598, https://t.co/CxnE0jQHzD ,,,
ItzayanaCarrera, Fri Jan 29 19:44:59 +0000 2021,-114.296519,31.992337, Hoy llega la 17🥳🏆 !! ,,,
superwoman428, Fri Jan 29 19:44:59 +0000 2021,-77.604684,41.117936, I 💙 this guy!!!!! ,,,
UGANatty, Fri Jan 29 19:44:59 +0000 2021,-83.173867,32.678207, Robinhood is manipulating tf out dogecoin lmao ,,,
CoreyLou_, Fri Jan 29 19:44:59 +0000 2021,-87.732013,41.833585, @WiseGuy719 1 my ass lol ,,,
stepmomdaddy, Fri Jan 29 19:44:59 +0000 2021,-76.620482,39.284713, My unofficial threesome https://t.co/hWVg28azDf ,,,
doswellbeats, Fri Jan 29 19:44:59 +0000 2021,-75.163986,39.951469, Just posted a photo @ Philly https://t.co/c7BLcjsTDL ,,,
2spooky4mi, Fri Jan 29 19:45:00 +0000 2021,-118.018856,33.975918, I still lose followers every time I post on Instagram,., Fuck me? ,
ruthless_soup, Fri Jan 29 19:45:00 +0000 2021,-72.750484,42.046336, All I want is another rabbit. So. Badly. ,,,
fuqinlost, Fri Jan 29 19:45:00 +0000 2021,-88.495803,43.104678, Heard shorty still in love through the grapevine... 🤫 ,,,
xxx_QueenNisha, Fri Jan 29 19:45:00 +0000 2021,-86.142922,39.779562, 😂😂 ,,,
GeeLaFlee, Fri Jan 29 19:45:00 +0000 2021,-74.054179,40.208625, Mentally I’m here ,,,
purplePandita, Fri Jan 29 19:45:01 +0000 2021,-98.540651,29.417501, I hate when my horoscope is right about me having a rough day ,,,
WalshBryanStL, Fri Jan 29 19:45:01 +0000 2021,-90.454076,38.715947, @adavenportSTL At this rate, 2023 will either be here “before we know it” or take absolutely forever to get here. ,,
erikaaleja_, Fri Jan 29 19:45:01 +0000 2021,-104.922093,39.713563, Only reason I came to work today is for the free Qdoba. ,,,
CEEisME, Fri Jan 29 19:45:01 +0000 2021,-83.268544,42.225577," ""With the nipples out?"" ""Yeah."" "" for a 16 yr old??"" ""Yeah🤷🏽‍♀️"" https://t.co/DYKcfFOKCo ",,,
MrsYzar, Fri Jan 29 19:45:01 +0000 2021,-99.316423,39.746117, Human Growth students “teaching” their peers about social/ emotional learning topics through children’s literature… https://t.co/LOeXgEcnhE ,,,
mimyregia, Fri Jan 29 19:45:01 +0000 2021,-100.293591,25.641718, @ADRIANTORR3S @Buccaneers De vdd? ,,,
NotTonyDennis, Fri Jan 29 19:45:01 +0000 2021,-83.173867,32.678207, My friend asked her to get her chipotle I said “you just got paid get it yourself” I guess that’s just the Blasian cancer in me 🤷🏽‍♂️🤷🏽‍♂️ ,,,
Trent_PhD, Fri Jan 29 19:45:01 +0000 2021,-96.761753,32.819858, @RackedNStacked 2020 was purgatory, y’all come enjoy one of these 9 circles w/us. ,,
heelsbasket, Fri Jan 29 19:45:01 +0000 2021,-78.837021,35.756189, @TheHoopCentral Anthony Davis without a doubt ,,,
chrisinthecut, Fri Jan 29 19:45:01 +0000 2021,-118.214044,33.978926, @PolarTrades Hahaha yeah bro I lost like 80 pounds a couple years ago and I wish! Dan’s a different type of beast h… https://t.co/2HBkfl7wop ,,,
Jimbo___Baggins, Fri Jan 29 19:45:01 +0000 2021,-84.606091,39.18332, #DOGE #dogecoin #ElonMusk 16 minutes!! ,,,
Sam_I_Am320, Fri Jan 29 19:45:01 +0000 2021,-76.977119,38.965552, @kingchip what you know bout this ?🤔  #Flashbyke #WasdefinitelyOnMyMyspace https://t.co/pnGY7EuQf2 ,,,
StxleGram, Fri Jan 29 19:45:01 +0000 2021,-79.919518,43.832313, CJ came thru with another bop https://t.co/gvPgcUq9no ,,,
sachino96, Fri Jan 29 19:45:01 +0000 2021,-74.032258,40.74638, @bryan_rubin @darrenrovell @jsalvatore_6 @BarstoolBigCat @PFTCommenter 🐐🐐🐐 ,,,
carolynjbraden, Fri Jan 29 19:45:02 +0000 2021,-74.000761,40.720756, 7 Ways to Stay Busy at Home Instead of Watching Netflix  https://t.co/l79yNAXgeH ,,,
carpoolworld, Fri Jan 29 19:45:02 +0000 2021,-84.530922,39.391093, #Carpool #Hamilton -&gt; #Cincinnati rideshare 2 Seats offered #splitcosts https://t.co/WrPXll8F1s ,,,
Riley_is_amazin, Fri Jan 29 19:45:02 +0000 2021,-81.834138,41.313033, @Molly_RoseCLE Facts. But also it was important for her learning that she didn’t need anyone! Not a man, not her brother, just her ,
SeanDav30840948, Fri Jan 29 19:45:02 +0000 2021,-111.931711,34.168253, @phatboy42873775 I wanna cum on your wife's sexy ass https://t.co/Amo40HMJfK ,,,
Luke44771, Fri Jan 29 19:45:02 +0000 2021,-79.645081,43.41819, @TeminatorTrader Crooks @GameStop ,,,
RobertT36652227, Fri Jan 29 19:45:02 +0000 2021,-157.799589,21.319944, @LateRoundCorner Losing him this year was huge for our offense ,,,
king_jolene, Fri Jan 29 19:45:02 +0000 2021,-119.306608,37.269176, @JaniceDean @MeghanMcCain @NYPostOpinion You killed your parents, nobody cares what you have to say ,,
familyfooddude, Fri Jan 29 19:45:02 +0000 2021,-83.804475,27.698682, https://t.co/sZkTBrcsgE ,,,
InterHaydn, Fri Jan 29 19:45:02 +0000 2021,-79.27257,43.629311, @RidgeOnSunday @SkyNews @trussliz @SophyRidgeSky Shades of Clockwork https://t.co/uKeCJlUfO1 ,,,
conscious_bkr, Fri Jan 29 19:45:02 +0000 2021,-118.163276,34.685827, https://t.co/ZoPBQ0IYl5 ,,,
tmj_SFO_skltrd, Fri Jan 29 19:45:02 +0000 2021,-122.271114,37.804364, Want to work at FedEx Express? We're hiring in #Oakland, CA! Click the link in our bio for details on this job and… https://t.co/SL5hYbzyNh ,,
jfavreauboudrie, Fri Jan 29 19:45:02 +0000 2021,-83.026989,42.492846, @THEFANBLOGGER @The_PurpleLady @JoyCollinsMusic @BarbSalmon1 @MetermaidRita @bdz132 @scook934 @MelodieNichol… https://t.co/i95W3suJEp ,,,
AnnaDsays, Fri Jan 29 19:45:02 +0000 2021,-97.754724,30.323346, @supercab936 Magicians keep weird hours 😂 ,,,
M_S_Krafts, Fri Jan 29 19:45:02 +0000 2021,-82.671634,28.37636, @Jessdumplingart 🦋 ,,,
sophie_satok, Fri Jan 29 19:45:02 +0000 2021,-122.958344,49.239654, Robin Hood 関連(笑）以外で見ると、テスラの下げがエグいHealthcare特にワクチン関連は固い。メガCap銘柄は軒並み安。ETFでは貴金属、コモ系が固い。ついでにカナダ市場は去年年末レベルを割ってきて、地合い悪し。 ,,,
gail_biggins, Fri Jan 29 19:45:02 +0000 2021,-119.782465,36.786042, @DeptofDefense Fake Jesus with a Denise Tattoo ... Sure Sure Sure Bishop over there Looking like Uncle Rico throwin… https://t.co/GHmfqbMQvT ,,,
xolauriel, Fri Jan 29 19:45:02 +0000 2021,-72.757385,41.500753, Reminiscing on the stunning architecture I have looked at in Rome, Italy ,,
binku_lop, Fri Jan 29 19:45:02 +0000 2021,-104.922093,39.713563, okkkk...so in the bathroom at work the mirror/sink is a few feet in front of the toilet and...i must say,, i look s… https://t.co/npGqpftEPn ,
D_PRADOS, Fri Jan 29 19:45:03 +0000 2021,-74.377998,40.538787, Looking at old snaps of me smacked after hours lol CRINGE WORTHY lmfao ,,,
ayyeedrii, Fri Jan 29 19:45:03 +0000 2021,-118.027895,33.936153, Here comes the thunda ⛈ ,,,
RichardAlanPal2, Fri Jan 29 19:45:03 +0000 2021,-87.747965,43.748559, @MillicentMarcy Much appreciated Ms Millie ,,,
markmonroe233, Fri Jan 29 19:45:03 +0000 2021,-79.861034,35.170499, @JaniceDean He's got tons of competition! ,,,
2022KCMOPlatte6, Fri Jan 29 19:45:03 +0000 2021,-94.559281,39.100048, How bout that! ,,,
blick_les, Fri Jan 29 19:45:03 +0000 2021,-81.461583,40.793994, @blueheartedly Banning future sales would be conceivable but any attempt at confiscating weapons of any kind from l… https://t.co/7H9STI04cl ,,,
JrSoulPtrl, Fri Jan 29 19:45:03 +0000 2021,-73.915774,41.731825, The #WiLDWorkoutAtNoon w/ @djjosemelendez &amp; @dreenagonzalez is LIVE!! - @Wild949 (KYLD HD1) | @iHeartRadio:… https://t.co/4uGokpNTLd ,,,
M_MeltInYoMouth, Fri Jan 29 19:45:03 +0000 2021,-87.967292,43.056722, an hour of mandatory over time everyday next week mad but also time and a half about to hit different ,,,
GerryDrobnicki, Fri Jan 29 19:45:03 +0000 2021,-73.639419,40.748492, @Kate_Cameron Wall Street ? ,,,
Weeklyvoice, Fri Jan 29 19:45:03 +0000 2021,-79.716401,43.774291, After Delhi blast, security tightened in Mumbai, Maharashtra: In a precautionary measure after the mystery blast in… https://t.co/cryx3TxRQt ,
g5jefftv, Fri Jan 29 19:45:04 +0000 2021,-75.117998,40.004866, @weaksauceradio He in from what I was told bro ,,,
RyanNewYork, Fri Jan 29 19:45:04 +0000 2021,-73.948775,40.655138, Saw a new example of NYC dystopia - Homeless folks living in abandoned outdoor dining structures. ,,,
crispyfritos, Fri Jan 29 19:45:04 +0000 2021,-86.791549,36.200008, Since the start of the pandemic, I've been wanting electrolysis done on my face. I haven't been able to get ot, and… https://t.co/QAS1f3Y7Bc ,
Mr_Nonchalantt, Fri Jan 29 19:45:04 +0000 2021,-75.73899,39.602092, I see Forex ppl using Robinhood as another opportunity to try to shit on ppl smh ,,,
BroadwaySings, Fri Jan 29 19:45:04 +0000 2021,-73.968542,40.780709, @perry_is_agentp @jonmchu @hbomax let us throw you a huge virtual “In the Heights” Birthday party with games, trivi… https://t.co/j9NJZhDAIz ,,
samymtzl, Fri Jan 29 19:45:04 +0000 2021,-116.929102,32.332876, @Soy_SoloJorge https://t.co/E4bxIGt6iG ,,,
dmatevia, Fri Jan 29 19:45:04 +0000 2021,-84.153529,39.695477, @FetchRewards so where are those 500 points? ,,,
labluekombi, Fri Jan 29 19:45:04 +0000 2021,-80.132962,25.816966, Donde están Los Avengers cuando se les necesita 😂 @ExploraLasvegas @YouTubeEspanol #LasVegas https://t.co/yHH7VDrULO ,,,
LisaBursac, Fri Jan 29 19:45:04 +0000 2021,-90.329325,38.799436, @mmpadellan Please ,,,
foto_gonia, Fri Jan 29 19:45:04 +0000 2021,-73.949821,41.025406, I bought ,,,
Tiajo6, Fri Jan 29 19:45:05 +0000 2021,-122.641388,45.369307, @Chrisley_USA @USA_Network Love this family🥰 ,,,
LeslieJo43, Fri Jan 29 19:45:05 +0000 2021,-73.741192,42.857934, Where are these crazy people coming from?? ,,,
craigger71, Fri Jan 29 19:45:04 +0000 2021,-92.840769,48.575249, Great day for a hike with @RumourMiller ! https://t.co/Ow54uKa9pv ,,,
rtaxxiv, Fri Jan 29 19:45:05 +0000 2021,-88.142512,41.519556, @lifeofsartori Joc isn’t even a good fielder and he’s 20x better than schwarber in the outfield lol don’t be naive ryan ,,,
MikeWhi38941086, Fri Jan 29 19:45:05 +0000 2021,-75.630628,40.030157, @deford_david @justin_klugh Oh, I'm watching CSPAN.... ,,
NIRVANA0911, Fri Jan 29 19:45:05 +0000 2021,-118.411907,34.020789, @waraujo64 @soyjoseyoutuber VALLA VALLA SACO JOSECITA SUS UÑAS #JOSETOXICO HACEN PAREJAS CON #BERTOXICA  Y… https://t.co/OzwpnE84RA ,,,
